74793,0,68339,792,0,360,60780,0,6807,0,0,4105,24640,0,21840,58392,69751,44048,178970,63779,40244,0,43971,0,0,0,0,0,0,9233,0,105008,0,14121,22850,6080,0,0,61940,0,88631,0,10812,28445,0,118981,108193,4587,69676,99781,81610,117948,0,0,0,37864,0,80359,0,42616,
162355,50265,105124,44601,0,0,90422,0,91338,34865,37240,97579,0,97901,160195,38469,2861,0,15863,10407,112015,46071,0,83761,0,31701,19925,1508,0,0,0,0,0,0,0,52521,0,0,33665,27342,0,843,0,0,0,0,215219,119901,83404,46139,40925,0,35981,0,23005,42255,41755,0,4979,0,
0,59405,0,2778,60739,0,0,0,131511,0,0,0,0,12832,0,44613,0,150185,2272,22478,0,33029,0,0,123862,62687,0,0,0,17707,0,64355,0,42915,0,0,35919,66584,27892,0,32212,60770,0,95456,0,6970,25242,19317,0,0,10533,85901,45215,0,103947,53137,0,50878,0,0,
113225,0,73462,0,18991,29431,63142,0,76065,0,72289,1527,0,0,95057,0,0,0,0,10765,93087,1809,0,57040,0,0,0,0,0,0,0,60599,86132,14358,128475,0,69267,0,79342,0,0,0,23035,694,87294,55629,92665,40884,16452,66723,1859,25939,0,87887,226800,143099,35977,72233,0,0,
62245,0,51191,0,0,0,0,0,0,66146,136608,0,63228,66140,161,15019,0,0,68141,33185,0,6365,9294,0,21711,0,11035,0,24205,24500,64993,84178,48696,15247,19586,0,0,0,0,0,18588,0,47340,0,0,167630,46089,38724,0,0,0,0,0,0,0,78730,23272,105061,21977,10616,
61159,64319,0,52758,0,0,12444,0,11465,4056,0,0,0,0,0,0,136281,54132,0,110224,0,0,115100,0,52728,0,0,0,33619,143113,0,206430,121571,69656,0,0,51039,0,0,0,0,0,5396,19735,10494,34198,26543,162470,56086,25562,17599,0,0,0,0,8506,0,0,0,86033,
0,0,174322,38576,0,0,12249,0,0,0,66013,0,76363,49390,24932,75799,0,0,0,6532,92284,0,7284,0,0,0,0,17988,79080,31985,0,30608,38451,141634,0,0,0,4119,4032,0,0,49579,36081,0,41651,14767,105170,0,10062,86729,5763,5961,0,0,576,52027,0,0,21866,42796,
46878,0,143956,0,42485,0,0,0,0,0,143,14800,7543,0,2248,0,26207,98928,24385,87997,0,168822,19450,86758,0,0,0,0,46269,54158,66868,61533,156660,0,62910,0,47233,0,0,0,0,0,59398,0,0,0,0,0,0,29809,0,74716,0,0,0,0,0,41926,118172,0,
0,0,0,16644,0,0,0,59085,0,17170,0,37563,0,0,0,57411,164622,9398,209254,0,0,0,0,18108,8525,43630,11789,46093,0,18516,30656,0,18303,68701,85584,68385,0,41244,0,0,0,10292,99117,0,67898,79319,3271,0,0,0,88976,64682,0,0,0,77262,43885,0,0,90291,
0,0,0,0,0,31427,0,32132,0,0,0,87732,37274,0,0,0,32874,1728,0,152713,0,0,0,0,0,0,21983,29069,0,103559,8673,0,67717,0,0,120664,0,45251,0,0,0,0,3046,121632,0,0,0,23125,0,0,0,0,8104,69297,0,123283,0,70495,90540,72469,
